education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Bachelor,CSS,C++,Python,Java,0,5,9,yes,Computer Architecture,security,BPA,Technical,Applications Developer
Bachelor,Java,C++,Python,CSS,1,7,7,yes,Software Engineering,system developer,Web Services,Management,Applications Developer
Bachelor,CSS,Java,HTML,JavaScript,1,2,2,no,parallel computing,system developer,Testing and Maintainance Services,Technical,Applications Developer
Bachelor,CSS,JavaScript,Python,HTML,10,4,9,yes,data engineering,testing,SAaS services,Technical,Applications Developer
Master,CSS,C++,HTML,Java,3,6,3,no,parallel computing,system developer,Sales and Marketing,Management,Applications Developer
Bachelor,Java,JavaScript,C++,CSS,6,8,2,yes,networks,system developer,Sales and Marketing,Technical,Applications Developer
Master,JavaScript,HTML,C++,Python,10+,2,4,yes,parallel computing,security,product development,Management,Applications Developer
Bachelor,HTML,C++,Python,JavaScript,10+,9,5,no,Computer Architecture,cloud computing,SAaS services,Management,Applications Developer
Master,C++,Python,JavaScript,CSS,5,1,3,no,data engineering,system developer,Service Based,Technical,Applications Developer
Master,CSS,Python,JavaScript,Java,9,4,7,no,parallel computing,cloud computing,Web Services,Technical,Applications Developer
Bachelor,C++,Java,JavaScript,HTML,3,1,1,no,data engineering,developer,Sales and Marketing,Management,Applications Developer
Bachelor,HTML,Java,Python,C++,8,4,9,no,Computer Architecture,Business process analyst,Product based,Management,Applications Developer
Master,HTML,Java,CSS,C++,3,4,6,no,networks,testing,Finance,Management,Applications Developer
Master,JavaScript,Python,C++,CSS,7,9,2,yes,programming,Business process analyst,BPA,Management,Applications Developer
Master,Java,Python,C++,CSS,10,1,1,no,cloud computing,cloud computing,Cloud Services,Technical,Applications Developer
Bachelor,Python,CSS,JavaScript,Java,9,9,1,no,cloud computing,Business process analyst,Finance,Technical,Applications Developer
Bachelor,HTML,C++,CSS,Java,10+,3,5,no,hacking,cloud computing,Service Based,Technical,Applications Developer
Bachelor,C++,Java,Python,CSS,9,3,4,yes,Management,Business process analyst,Web Services,Technical,Applications Developer
Master,JavaScript,HTML,C++,Java,10+,8,1,yes,programming,Business process analyst,Product based,Management,Applications Developer
Master,JavaScript,Python,HTML,C++,3,8,9,no,cloud computing,cloud computing,Service Based,Technical,Applications Developer
Bachelor,HTML,Python,C++,CSS,9,9,4,yes,networks,developer,Cloud Services,Management,Applications Developer
Bachelor,HTML,CSS,C++,JavaScript,0,2,2,yes,IOT,developer,product development,Management,Applications Developer
Bachelor,JavaScript,Python,Java,C++,6,8,2,yes,cloud computing,developer,Cloud Services,Technical,Applications Developer
Master,Python,CSS,JavaScript,C++,10,1,8,yes,Computer Architecture,security,Finance,Management,Applications Developer
Master,JavaScript,CSS,Java,Python,10,7,7,no,IOT,testing,SAaS services,Technical,Applications Developer
Master,Java,Python,JavaScript,CSS,3,1,2,yes,Management,developer,Web Services,Technical,Applications Developer
Master,C++,CSS,HTML,Java,10,1,5,yes,Software Engineering,developer,Testing and Maintainance Services,Management,Applications Developer
Bachelor,JavaScript,C++,CSS,Java,4,8,2,yes,Software Engineering,testing,Service Based,Management,Applications Developer
Master,C++,Python,JavaScript,CSS,9,4,7,no,Software Engineering,testing,Finance,Technical,Applications Developer
Bachelor,CSS,Java,C++,HTML,7,4,2,yes,cloud computing,system developer,Testing and Maintainance Services,Management,Applications Developer
Bachelor,JavaScript,HTML,CSS,Python,5,1,8,no,IOT,security,Cloud Services,Technical,Applications Developer
Bachelor,JavaScript,Python,CSS,C++,10,7,8,yes,Management,developer,SAaS services,Technical,Applications Developer
Bachelor,HTML,JavaScript,CSS,Java,4,9,1,no,programming,developer,SAaS services,Technical,Applications Developer
Master,C++,HTML,JavaScript,Java,3,3,7,no,Computer Architecture,developer,Cloud Services,Management,Applications Developer
Master,C++,JavaScript,Python,Java,0,5,8,no,data engineering,security,Web Services,Technical,Applications Developer
Bachelor,C++,JavaScript,Python,Java,10,6,1,no,hacking,developer,BPA,Technical,Applications Developer
Bachelor,Python,CSS,C++,HTML,8,9,1,yes,IOT,testing,Cloud Services,Technical,Applications Developer
Bachelor,JavaScript,C++,CSS,Java,6,3,9,no,Software Engineering,testing,Product based,Technical,Applications Developer
Master,C++,HTML,Python,CSS,1,4,3,yes,networks,security,Sales and Marketing,Management,Applications Developer
Bachelor,CSS,C++,Java,JavaScript,1,1,9,no,cloud computing,cloud computing,Web Services,Management,Applications Developer
Master,Java,C++,Python,JavaScript,0,4,2,no,data engineering,system developer,product development,Management,Applications Developer
Bachelor,Java,CSS,Python,JavaScript,1,2,9,no,Computer Architecture,Business process analyst,Web Services,Management,Applications Developer
Bachelor,Java,HTML,Python,JavaScript,4,6,2,yes,programming,security,Sales and Marketing,Technical,Applications Developer
Master,HTML,C++,CSS,JavaScript,2,8,1,yes,data engineering,security,product development,Technical,Applications Developer
Master,Python,CSS,Java,HTML,0,6,8,no,cloud computing,security,Product based,Management,Applications Developer
Bachelor,CSS,C++,Java,HTML,10+,3,2,no,Computer Architecture,developer,Cloud Services,Technical,Applications Developer
Bachelor,Python,CSS,HTML,JavaScript,7,9,6,no,Computer Architecture,system developer,Service Based,Technical,Applications Developer
Master,JavaScript,Java,Python,C++,5,1,1,yes,programming,system developer,Web Services,Technical,Applications Developer
Bachelor,CSS,Java,JavaScript,HTML,4,8,6,no,Management,developer,Product based,Technical,Applications Developer
Bachelor,HTML,C++,JavaScript,Java,10+,9,9,no,hacking,testing,SAaS services,Management,Applications Developer
Master,C++,Python,Java,JavaScript,5,3,7,no,Software Engineering,Business process analyst,Web Services,Management,Applications Developer
Bachelor,JavaScript,CSS,C++,Python,1,7,4,yes,programming,Business process analyst,product development,Management,Applications Developer
Master,Python,CSS,C++,Java,4,5,1,no,Computer Architecture,cloud computing,Sales and Marketing,Technical,Applications Developer
Bachelor,HTML,Python,CSS,C++,10+,5,3,no,programming,Business process analyst,Product based,Management,Applications Developer
Master,JavaScript,Python,CSS,HTML,5,9,4,no,networks,system developer,product development,Technical,Applications Developer
Bachelor,CSS,C++,JavaScript,HTML,0,3,8,yes,cloud computing,Business process analyst,product development,Management,Applications Developer
Master,C++,CSS,JavaScript,HTML,7,5,9,no,cloud computing,security,Product based,Management,Applications Developer
Bachelor,CSS,JavaScript,Python,Java,5,1,9,no,programming,Business process analyst,Testing and Maintainance Services,Technical,Applications Developer
Bachelor,HTML,Java,Python,C++,8,3,1,no,Management,system developer,product development,Management,Applications Developer
Master,C++,HTML,CSS,Java,0,8,2,yes,hacking,cloud computing,Testing and Maintainance Services,Technical,Applications Developer
Master,JavaScript,CSS,Java,C++,0,3,9,yes,programming,system developer,Product based,Management,Applications Developer
Bachelor,Java,Python,HTML,JavaScript,7,1,8,no,hacking,security,Sales and Marketing,Technical,Applications Developer
Master,Python,Java,C++,HTML,0,4,1,no,networks,system developer,Product based,Technical,Applications Developer
Master,CSS,C++,Python,JavaScript,10,7,6,yes,Computer Architecture,developer,Sales and Marketing,Technical,Applications Developer
Master,CSS,Java,Python,HTML,9,4,9,yes,data engineering,developer,SAaS services,Management,Applications Developer
Master,C++,JavaScript,CSS,HTML,7,6,1,yes,IOT,testing,Finance,Technical,Applications Developer
Bachelor,HTML,Java,Python,C++,0,2,4,no,programming,testing,Product based,Management,Applications Developer
Master,Java,CSS,JavaScript,Python,6,1,7,no,data engineering,developer,Testing and Maintainance Services,Management,Applications Developer
Master,HTML,JavaScript,Java,C++,2,3,5,yes,cloud computing,system developer,Web Services,Management,Applications Developer
Master,JavaScript,C++,Python,CSS,9,9,2,no,IOT,security,Finance,Technical,Applications Developer
Master,HTML,Java,Python,CSS,9,4,5,yes,Management,security,Product based,Technical,Applications Developer
Bachelor,CSS,HTML,C++,Python,10+,2,7,no,data engineering,cloud computing,BPA,Management,Applications Developer
Master,Python,C++,Java,CSS,2,9,8,yes,parallel computing,developer,BPA,Technical,Applications Developer
Master,CSS,HTML,Python,JavaScript,9,1,2,yes,networks,system developer,Testing and Maintainance Services,Management,Applications Developer
Bachelor,Python,C++,CSS,Java,6,1,4,yes,Computer Architecture,system developer,Cloud Services,Management,Applications Developer
Bachelor,HTML,CSS,JavaScript,Python,6,2,5,no,parallel computing,developer,Finance,Technical,Applications Developer
Master,Python,CSS,C++,HTML,5,3,5,no,Management,Business process analyst,Sales and Marketing,Technical,Applications Developer
Master,CSS,HTML,Python,JavaScript,1,2,2,no,Management,testing,Testing and Maintainance Services,Technical,Applications Developer
Bachelor,JavaScript,C++,Java,CSS,4,2,9,yes,programming,developer,SAaS services,Technical,Applications Developer
Bachelor,JavaScript,Python,Java,HTML,6,9,4,yes,hacking,security,Web Services,Technical,Applications Developer
Master,Python,JavaScript,Java,HTML,1,2,2,yes,networks,cloud computing,Product based,Management,Applications Developer
Bachelor,JavaScript,CSS,HTML,Python,7,4,1,no,networks,developer,product development,Technical,Applications Developer
Bachelor,HTML,C++,Java,JavaScript,10,3,4,no,parallel computing,Business process analyst,Web Services,Management,Applications Developer
Master,JavaScript,HTML,Python,C++,1,2,7,no,networks,testing,Web Services,Management,Applications Developer
Master,HTML,CSS,Java,Python,0,5,2,no,Management,system developer,Cloud Services,Technical,Applications Developer
Bachelor,HTML,Java,CSS,Python,10+,9,2,no,Software Engineering,cloud computing,SAaS services,Management,Applications Developer
Master,HTML,Python,JavaScript,CSS,6,3,3,yes,IOT,testing,product development,Technical,Applications Developer
Master,C++,Java,HTML,Python,2,7,7,no,hacking,security,Finance,Technical,Applications Developer
Master,JavaScript,Python,C++,CSS,7,7,6,yes,Management,cloud computing,Testing and Maintainance Services,Management,Applications Developer
Master,HTML,JavaScript,Java,CSS,0,7,1,yes,Software Engineering,system developer,BPA,Technical,Applications Developer
Bachelor,C++,CSS,JavaScript,Python,5,5,2,yes,Software Engineering,testing,Product based,Technical,Applications Developer
Bachelor,HTML,Python,JavaScript,C++,5,6,2,no,data engineering,system developer,Web Services,Management,Applications Developer
Master,HTML,Java,C++,CSS,2,7,8,yes,Computer Architecture,developer,product development,Technical,Applications Developer
Bachelor,Python,C++,JavaScript,Java,10,6,8,no,IOT,cloud computing,Testing and Maintainance Services,Technical,Applications Developer
Master,Java,HTML,JavaScript,C++,2,4,1,no,hacking,developer,Sales and Marketing,Management,Applications Developer
Bachelor,HTML,JavaScript,CSS,C++,4,3,2,no,Software Engineering,cloud computing,Finance,Technical,Applications Developer
Bachelor,Java,JavaScript,C++,CSS,9,6,4,no,programming,Business process analyst,Product based,Technical,Applications Developer
Master,JavaScript,C++,Java,HTML,8,8,5,yes,IOT,Business process analyst,Finance,Technical,Applications Developer
Bachelor,Python,Java,CSS,HTML,10+,4,3,no,Software Engineering,testing,Web Services,Management,Applications Developer
Bachelor,Python,HTML,Java,JavaScript,1,8,6,no,parallel computing,system developer,Cloud Services,Management,Applications Developer
Master,Java,JavaScript,Python,CSS,3,5,6,no,hacking,developer,Sales and Marketing,Technical,Applications Developer
Master,Java,C++,CSS,HTML,9,7,4,no,Management,testing,SAaS services,Technical,Applications Developer
Master,Java,CSS,JavaScript,Python,9,8,8,no,parallel computing,system developer,Sales and Marketing,Management,Applications Developer
Bachelor,HTML,CSS,Java,Python,1,1,4,no,programming,Business process analyst,Web Services,Technical,Applications Developer
Master,C++,Java,Python,CSS,0,2,4,yes,Management,system developer,Finance,Technical,Applications Developer
Bachelor,C++,JavaScript,CSS,Java,1,5,2,yes,networks,Business process analyst,Web Services,Management,Applications Developer
Master,Python,CSS,C++,JavaScript,0,1,2,yes,data engineering,cloud computing,Service Based,Management,Applications Developer
Master,CSS,JavaScript,Java,C++,9,9,7,no,cloud computing,security,Product based,Management,Applications Developer
Master,Python,CSS,C++,HTML,6,9,9,yes,Computer Architecture,security,Service Based,Management,Applications Developer
Master,CSS,Java,Python,C++,4,6,9,no,networks,security,Product based,Technical,Applications Developer
Master,JavaScript,CSS,Java,Python,3,6,7,no,hacking,Business process analyst,Web Services,Technical,Applications Developer
Master,HTML,CSS,JavaScript,Java,1,6,4,yes,parallel computing,Business process analyst,Service Based,Management,Applications Developer
Master,Java,Python,C++,CSS,9,5,2,no,data engineering,testing,Web Services,Management,Applications Developer
Master,C++,JavaScript,HTML,Python,10,8,8,no,Computer Architecture,testing,Web Services,Management,Applications Developer
Bachelor,Java,CSS,C++,HTML,9,2,1,yes,networks,system developer,Finance,Technical,Applications Developer
Bachelor,C++,Java,JavaScript,CSS,6,8,8,no,networks,developer,product development,Management,Applications Developer
Bachelor,Python,HTML,JavaScript,Java,8,4,4,no,cloud computing,testing,Service Based,Technical,Applications Developer
Bachelor,CSS,C++,HTML,JavaScript,2,9,3,no,IOT,security,product development,Technical,Applications Developer
Bachelor,C++,CSS,JavaScript,Java,9,8,4,no,parallel computing,testing,BPA,Technical,Applications Developer
Master,Python,JavaScript,CSS,C++,4,1,9,yes,IOT,security,Service Based,Technical,Applications Developer
